feature,importance
not_happy_customer,0.05712083333333333
high_risk_flags11,0.04603020833333333
low_monthly_logins,0.03404583333333333
csat_score,0.02942395833333333
is_happy_customer,0.016307291666666668
monthly_logins,0.01627604166666667
payment_failures,0.014765625
high_fee_customer,0.012692708333333335
low_total_revenue,0.011985416666666662
negative_customer,0.01125
usage_growth_rate,0.011001041666666664
high_risk_flags16,0.010059375000000006
has_referrals,0.009758333333333334
auto_payment,0.009390624999999988
usage_trend,0.009272916666666669
signup_channel_Web,0.00925625
avg_resolution_time,0.009136458333333335
no_referrals,0.009070833333333335
tenure_months,0.009063541666666662
avg_session_time,0.008945833333333332
support_tickets,0.008808333333333336
age,0.008673958333333336
marketing_click_rate,0.008387500000000003
charge_shocks,0.008278125000000004
email_open_rate,0.008239583333333326
nps_score,0.008213541666666671
tenure_fee_interaction,0.008126041666666663
budget_customer,0.007832291666666668
total_revenue,0.00761145833333334
weekly_active_days,0.00711041666666667
avg_monthly_usage,0.006776041666666666
complaint_type_Technical,0.006678124999999996
referral_count,0.006569791666666666
is_loyal_customer,0.0062833333333333396
monthly_fee,0.006276041666666669
escalations,0.005726041666666659
signup_channel_Mobile,0.005716666666666671
last_login_days_ago,0.005634374999999998
features_used_Few,0.005297916666666664
features_used_Medium,0.005226041666666664
high_risk_flags19,0.005168749999999999
"tenure_group_(4, 24]",0.004976041666666674
payment_method_Card,0.004957291666666672
is_new_customer,0.004862499999999997
high_risk_flags6,0.004722916666666665
charge_increase,0.004691666666666661
high_risk_flags5,0.004658333333333331
discount_applied_Yes,0.004444791666666667
referral_tenure,0.004259374999999999
discount_applied_No,0.003828125000000004
"tenure_group_(36, 52]",0.0038104166666666633
city_London,0.0038041666666666692
payment_method_PayPal,0.0037677083333333356
signup_channel_Referral,0.003757291666666665
complaint_type_Service,0.0036875000000000037
complaint_type_Billing,0.0036395833333333406
"tenure_group_(24, 36]",0.003612500000000004
city_Toronto,0.00342708333333333
city_Delhi,0.003367708333333336
activity_ratio,0.003333333333333329
price_increase_last_3m_Yes,0.0032374999999999943
price_increase_last_3m_No,0.0031458333333333286
payment_method_Bank Transfer,0.003116666666666664
city_Sydney,0.003014583333333332
high_risk_flags15,0.0028281250000000003
high_risk_flags2,0.002672916666666665
high_risk_flags12,0.0026124999999999994
"tenure_group_(0, 4]",0.002436458333333332
high_risk_flags33,0.002398958333333333
"tenure_group_(52, 59]",0.0022916666666666736
high_risk_flags27,0.0022187500000000002
loyal_monthly_customer,0.0019010416666666652
city_Dhaka,0.0018750000000000054
high_risk_flags40,0.0016885416666666654
high_referral_customer,0.0016854166666666712
high_risk_flags1,0.0013218749999999982
city_New York,0.0009718749999999975
high_escalations,0.00046250000000000035
features_used_Many,9.270833333333444e-05
high_risk_flags7,0.0
high_risk_flags13,0.0
high_risk_flags25,0.0
high_risk_flags36,0.0
high_risk_flags17,0.0
high_risk_flags23,0.0
high_risk_flags45,0.0
high_risk_flags69,0.0
high_risk_flags62,0.0
high_risk_flags49,0.0
high_risk_flags72,0.0
